Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Seat Type ▲▼,Quota ▲▼,Category ▲▼,Opening Rank ▲▼,Closing Rank ▲▼
583,Round 1,"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2218,2329
584,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Mining Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,159,716
585,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Mining Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2069,2069
586,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Mining Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1464,1464
587,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Mining Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1235,2067
588,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,724,1658
589,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,2746,2746
590,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,2613,2613
591,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4587,4587
592,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Metallurgical And Materials Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2220,2910
593,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1034,1392
594,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3203,3203
595,Round 1,"KAJI NAZRUL UNIVERSITY, ASANSOL",Computer Science & Engineering (Data Science),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1708,1708
596,Round 1,SWAMI VIVEKANANDA UNIVERSITY,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2284,2284
597,Round 1,SWAMI VIVEKANANDA UNIVERSITY,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,4254,4254
598,Round 1,SWAMI VIVEKANANDA UNIVERSITY,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,714,4721
599,Round 1,SWAMI VIVEKANANDA UNIVERSITY,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2513,4114
600,Round 1,SWAMI VIVEKANANDA UNIVERSITY,Data Science,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1806,1806
601,Round 1,"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,256,620
602,Round 1,"GITANJALI COLLEGE OF PHARMACY, LOHAPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,268,521
603,Round 1,"HALDIA INSTITUTE OF PHARMACY, HALDIA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,28,390
604,Round 1,"HALDIA INSTITUTE OF PHARMACY, HALDIA",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,Home State,EWS,495,495
605,Round 1,"M.R. COLLGE OF PHARMACEITICAL SCIENCE AND RESEARCH, BIRA, ASHOKNAGAR",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,608,608
606,Round 1,"DMBH INSTITUTE OF MEDICAL SCIENCE, HOOGHLY",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,228,625
607,Round 1,SEACOM PHARMACY COLLEGE,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,72,601
608,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1535,1535
609,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2959,2959
610,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,415,776
611,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,901,946
612,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1885,1885
613,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,783,807
614,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1305,1305
615,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1669,1669
616,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3020,3020
617,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,916,1095
618,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1225,1254
619,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1999,1999
620,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,844,1021
621,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1184,1184
622,Round 1,"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, CAMPUS-2",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,61,325
623,Round 1,EAST WEST EDUCATION INSTITUTE,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,468,570
624,Round 1,FLEMMING COLLEGE OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,63,552
625,Round 1,JAKIR HOSSAIN INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,613,629
626,Round 1,PANDAVESWAR SCHOOL OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,113,540
627,Round 1,RASHBEHARI PHARMACEUTICAL INSTITUTE,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,31,635
628,Round 1,"NSHM INSTITUTE OF PHARMACEUTICAL TECHNOLOGY, DURGAPUR",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,528,528
629,Round 1,DEROZIO PHARMA INSTITUTE,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,27,616
630,Round 1,BELARANI INSTITUTE OF MEDICAL SCIENCE,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,73,488
631,Round 1,RANGAMATI COLLEGE OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,24,574
632,Round 1,SKM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,127,632
633,Round 1,TECHNO BENGAL INSTITUTE OF TECHNOLOGY,Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1065,1065
634,Round 1,TECHNO BENGAL INSTITUTE OF TECHNOLOGY,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1605,1605
635,Round 1,TECHNO INSTITUTE OF ENGINEERING AND MANAGEMENT,Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2767,2767
636,Round 1,TECHNO INSTITUTE OF ENGINEERING AND MANAGEMENT,Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2673,2673
637,Round 1,BRAINWARE UNIVERSITY,Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,1600,2193
638,Round 1,BRAINWARE UNIVERSITY,Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E./B. Tech (Lateral Entry),WBJEE Seats,All India,Open,2090,2090
639,Round 1,TARIFA MEMORIAL INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,All India,Open,30,200
640,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1176,1176
641,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,625,625
642,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,630,630
643,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1535,1535
644,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1438,1438
645,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,531,541
646,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open (PwD),2504,2504
647,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,715,744
648,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1598,1943
649,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1082,1082
650,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1939,1939
651,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,922,956
652,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open (PwD),3904,3904
653,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1170,1282
654,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,1969,1969
655,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1562,1749
656,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1885,1885
657,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,660,765
658,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1669,1857
659,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,1161,1161
660,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,4378,4378
661,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,962,976
662,Round 2,"COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE, COOCH BEHAR",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1254,1340
663,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,784,784
664,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1496,1496
665,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,542,558
666,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,990,990
667,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,614,614
668,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1650,1650
669,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,411,458
670,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,800,800
671,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Leather Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,3298,3298
672,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Leather Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,2106,2840
673,Round 2,"GOVERMENT COLLEGE OF ENGINEERING AND LEATHER TECHNOLOGY, KOLKATA",Leather Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,3126,3581
674,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,585,585
675,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,732,732
676,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,815,979
677,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1263,1263
678,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,1710,1710
679,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,832,835
680,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Textile Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,2238,2536
681,Round 2,"GOVT. COLLEGE OF ENGG. & TEXTILE TECHNOLOGY, BERHAMPORE",Textile Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,2773,2773
682,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,796,796
683,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,322,438
684,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,748,748
685,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,291,291
686,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,770,770
687,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,253,253
688,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,505,505
689,Round 2,"GOVT. COLLEGE OF ENGINEERING & CERAMIC TECHNOLOGY, KOLKATA",CERAMIC ENGINEERING AND TECHNOLOGY,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1184,1184
690,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,895,950
691,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,633,721
692,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1318,1360
693,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,476,569
694,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1133,1133
695,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Textile Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,866,866
696,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Apparel & Production Management,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,2122,2240
697,Round 2,"GOVT. COLLEGE OF ENGINEERING & TEXTILE TECHNOLOGY, SERAMPORE",Apparel & Production Management,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,3235,3478
698,Round 2,"INSTITUTE OF PHARMACY, JALPAIGURI",B.Pharm/Pharmaceutical Technology,B. Pharma (Lateral Entry),WBJEE Seats,Home State,Open,24,24
699,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,576,576
700,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,212,212
701,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,308,308
702,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,281,299
703,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,335,335
704,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,330,330
705,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,229,229
706,Round 2,"JALPAIGURI GOVERMENT ENGINEERING COLLEGE,JALPAIGURI",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,375,375
707,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,169,193
708,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,294,347
709,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,295,295
710,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Information Technology,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,473,473
711,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1135,1636
712,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,300,302
713,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,586,586
714,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Computer Science & Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,75,75
715,Round 2,"KALYANI GOVERMENT ENGINEERING COLLEGE, KALYANI, NADIA",Electronics & Communication Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,728,728
716,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,1117,1215
717,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - B,795,795
718,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,705,738
719,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Civil Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,863,1063
720,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,3786,3786
721,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,601,601
722,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,883,969
723,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Electrical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,ST,1383,1383
724,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,OBC - A,3227,4190
725,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,EWS,2559,2559
726,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,Open,999,1050
727,Round 2,"RAMKRISHNA MAHATO GOVERNMENT ENGINEERING COLLEGE, PURULIA",Mechanical Engineering,B.E./B. Tech (Lateral Entry),WBJEE Seats,Home State,SC,1891,2167
